id,RCS,nearestPass
6680,0.6718,1442216.0
18336,0.9987,1426621.875
23787,0.9283,1413663.75
26621,0.1659,822165.1875
27729,0.0068,1185580.5
40074,0.1180,642623.125
40075,0.1097,636945.0
25510,9.4862,699954.75
10208,0.0948,732679.8125
32154,0.0110,644592.75
40226,0.0148,622912.75
7149,0.0361,1611663.375
17800,0.0610,1029618.375
30630,0.0064,875548.875
18753,0.1506,1506905.125
3530,4.5805,2027524.875
22307,1.4391,1015652.0625
194,0.5854,3533835.75
30400,0.0130,930045.25
